dataset,run,value,hierarchy_level,condition
"(3,8)",2,0.9678662077276303,1,coarse
"(3,8)",2,0.9424478736765981,2,coarse
"(3,16)",2,0.8884006309532119,0,coarse
"(3,16)",2,0.9652868856492037,1,coarse
"(3,16)",2,0.9629682625510085,2,coarse
"(4,4)",2,0.9373044162546118,0,coarse
"(4,4)",2,0.930876257574994,1,coarse
"(4,4)",2,0.8874218631239065,2,coarse
"(4,4)",2,0.8640550420224474,3,coarse
"(4,8)",2,0.9137821450218321,0,coarse
"(4,8)",2,0.9203569746139753,1,coarse
"(4,8)",2,0.8931235526723615,2,coarse
"(4,8)",2,0.8725720341366208,3,coarse
"(5,4)",2,0.8045107046897396,0,coarse
"(5,4)",2,0.8747983243692427,1,coarse
"(5,4)",2,0.8155450922277601,2,coarse
"(5,4)",2,0.7870847016768998,3,coarse
"(5,4)",2,0.7894542526662306,4,coarse
"(3,4)",3,0.9307214351362988,0,coarse
"(3,4)",3,0.9402271272400162,1,coarse
"(3,4)",3,0.9028628226277682,2,coarse
"(3,8)",3,0.8856503276905004,0,coarse
"(3,8)",3,0.9192410674705205,1,coarse
"(3,8)",3,0.9176635794802164,2,coarse
"(3,16)",3,0.9161487990522396,0,coarse
"(3,16)",3,0.9703351021009711,1,coarse
"(3,16)",3,0.9954722223484067,2,coarse
"(4,4)",3,0.9590662920926047,0,coarse
"(4,4)",3,0.9431420671798495,1,coarse
"(4,4)",3,0.8804227783829038,2,coarse
"(4,4)",3,0.8283902109816084,3,coarse
"(4,8)",3,0.9062870814691136,0,coarse
"(4,8)",3,0.9417431768531713,1,coarse
"(4,8)",3,0.9066154840625004,2,coarse
"(4,8)",3,0.8726657447693569,3,coarse
"(5,4)",3,0.7512764364024831,0,coarse
"(5,4)",3,0.841623803740838,1,coarse
"(5,4)",3,0.8221308032308963,2,coarse
"(5,4)",3,0.8010966354521909,3,coarse
"(5,4)",3,0.7889004477960784,4,coarse
"(3,4)",4,0.9403656818626491,0,coarse
"(3,4)",4,0.8793107150007433,1,coarse
"(3,4)",4,0.8699406143911123,2,coarse
"(3,8)",4,0.9759169102498443,0,coarse
"(3,8)",4,0.9705916378839378,1,coarse
"(3,8)",4,0.9534652701976268,2,coarse
"(3,16)",4,0.9240423301031366,0,coarse
"(3,16)",4,0.9705632604260154,1,coarse
"(3,16)",4,0.9705548894736159,2,coarse
"(4,4)",4,0.9572860385331653,0,coarse
"(4,4)",4,0.9222916619925697,1,coarse
"(4,4)",4,0.8739787665777611,2,coarse
"(4,4)",4,0.8447317147914695,3,coarse
"(4,8)",4,0.896247448564411,0,coarse
"(4,8)",4,0.9195590171530004,1,coarse
"(4,8)",4,0.8984126213354661,2,coarse
"(4,8)",4,0.8766599274363239,3,coarse
"(5,4)",4,0.8413489318370405,0,coarse
"(5,4)",4,0.8652463283701817,1,coarse
"(5,4)",4,0.843036300336257,2,coarse
"(5,4)",4,0.8150104487814865,3,coarse
"(5,4)",4,0.810797317245236,4,coarse
